WeekID,Week Position,Song,Performer,SongID
1958-08-02,1,Poor Little Fool,Ricky Nelson,Poor Little FoolRicky Nelson
1958-08-09,1,Poor Little Fool,Ricky Nelson,Poor Little FoolRicky Nelson
1958-08-16,1,Nel Blu Dipinto Di Blu (Volar├®),Domenico Modugno,Nel Blu Dipinto Di Blu (Volar├®)Domenico Modugno
1958-08-23,1,Little Star,The Elegants,Little StarThe Elegants
1958-08-30,1,Nel Blu Dipinto Di Blu (Volar├®),Domenico Modugno,Nel Blu Dipinto Di Blu (Volar├®)Domenico Modugno
1958-09-06,1,Nel Blu Dipinto Di Blu (Volar├®),Domenico Modugno,Nel Blu Dipinto Di Blu (Volar├®)Domenico Modugno
1958-09-13,1,Nel Blu Dipinto Di Blu (Volar├®),Domenico Modugno,Nel Blu Dipinto Di Blu (Volar├®)Domenico Modugno
1958-09-20,1,Nel Blu Dipinto Di Blu (Volar├®),Domenico Modugno,Nel Blu Dipinto Di Blu (Volar├®)Domenico Modugno
1958-09-27,1,It's All In The Game,Tommy Edwards,It's All In The GameTommy Edwards
1958-10-04,1,It's All In The Game,Tommy Edwards,It's All In The GameTommy Edwards
1958-10-11,1,It's All In The Game,Tommy Edwards,It's All In The GameTommy Edwards
1958-10-18,1,It's All In The Game,Tommy Edwards,It's All In The GameTommy Edwards
1958-10-25,1,It's All In The Game,Tommy Edwards,It's All In The GameTommy Edwards
1958-11-01,1,It's All In The Game,Tommy Edwards,It's All In The GameTommy Edwards
1958-11-08,1,It's Only Make Believe,Conway Twitty,It's Only Make BelieveConway Twitty
1958-11-15,1,Tom Dooley,The Kingston Trio,Tom DooleyThe Kingston Trio
1958-11-22,1,It's Only Make Believe,Conway Twitty,It's Only Make BelieveConway Twitty
1958-11-29,1,"To Know Him, Is To Love Him",The Teddy Bears,"To Know Him, Is To Love HimThe Teddy Bears"
1958-12-06,1,"To Know Him, Is To Love Him",The Teddy Bears,"To Know Him, Is To Love HimThe Teddy Bears"
1958-12-13,1,"To Know Him, Is To Love Him",The Teddy Bears,"To Know Him, Is To Love HimThe Teddy Bears"
1958-12-20,1,The Chipmunk Song,The Chipmunks With David Seville,The Chipmunk SongThe Chipmunks With David Seville
1958-12-27,1,The Chipmunk Song,The Chipmunks With David Seville,The Chipmunk SongThe Chipmunks With David Seville
1959-01-03,1,The Chipmunk Song,The Chipmunks With David Seville,The Chipmunk SongThe Chipmunks With David Seville
1959-01-10,1,The Chipmunk Song,The Chipmunks With David Seville,The Chipmunk SongThe Chipmunks With David Seville
1959-01-17,1,Smoke Gets In Your Eyes,The Platters,Smoke Gets In Your EyesThe Platters
1959-01-24,1,Smoke Gets In Your Eyes,The Platters,Smoke Gets In Your EyesThe Platters
1959-01-31,1,Smoke Gets In Your Eyes,The Platters,Smoke Gets In Your EyesThe Platters
1959-02-07,1,Stagger Lee,Lloyd Price,Stagger LeeLloyd Price
1959-02-14,1,Stagger Lee,Lloyd Price,Stagger LeeLloyd Price
1959-02-21,1,Stagger Lee,Lloyd Price,Stagger LeeLloyd Price
1959-02-28,1,Stagger Lee,Lloyd Price,Stagger LeeLloyd Price
1959-03-07,1,Venus,Frankie Avalon,VenusFrankie Avalon
1959-03-14,1,Venus,Frankie Avalon,VenusFrankie Avalon
1959-03-21,1,Venus,Frankie Avalon,VenusFrankie Avalon
1959-03-28,1,Venus,Frankie Avalon,VenusFrankie Avalon
1959-04-04,1,Venus,Frankie Avalon,VenusFrankie Avalon
1959-04-11,1,Come Softly To Me,The Fleetwoods,Come Softly To MeThe Fleetwoods
1959-04-18,1,Come Softly To Me,The Fleetwoods,Come Softly To MeThe Fleetwoods
1959-04-25,1,Come Softly To Me,The Fleetwoods,Come Softly To MeThe Fleetwoods
1959-05-02,1,Come Softly To Me,The Fleetwoods,Come Softly To MeThe Fleetwoods
1959-05-09,1,The Happy Organ,"Dave ""Baby"" Cortez","The Happy OrganDave ""Baby"" Cortez"
1959-05-16,1,Kansas City,Wilbert Harrison,Kansas CityWilbert Harrison
1959-05-23,1,Kansas City,Wilbert Harrison,Kansas CityWilbert Harrison
1959-05-30,1,The Battle Of New Orleans,Johnny Horton,The Battle Of New OrleansJohnny Horton
1959-06-06,1,The Battle Of New Orleans,Johnny Horton,The Battle Of New OrleansJohnny Horton
1959-06-13,1,The Battle Of New Orleans,Johnny Horton,The Battle Of New OrleansJohnny Horton
1959-06-20,1,The Battle Of New Orleans,Johnny Horton,The Battle Of New OrleansJohnny Horton
1959-06-27,1,The Battle Of New Orleans,Johnny Horton,The Battle Of New OrleansJohnny Horton
1959-07-04,1,The Battle Of New Orleans,Johnny Horton,The Battle Of New OrleansJohnny Horton
1959-07-11,1,Lonely Boy,Paul Anka,Lonely BoyPaul Anka
1959-07-18,1,Lonely Boy,Paul Anka,Lonely BoyPaul Anka
1959-07-25,1,Lonely Boy,Paul Anka,Lonely BoyPaul Anka
1959-08-01,1,Lonely Boy,Paul Anka,Lonely BoyPaul Anka
1959-08-08,1,A Big Hunk O' Love,Elvis Presley With The Jordanaires,A Big Hunk O' LoveElvis Presley With The Jordanaires
1959-08-15,1,A Big Hunk O' Love,Elvis Presley With The Jordanaires,A Big Hunk O' LoveElvis Presley With The Jordanaires
1959-08-22,1,The Three Bells,The Browns,The Three BellsThe Browns
1959-08-29,1,The Three Bells,The Browns,The Three BellsThe Browns
1959-09-05,1,The Three Bells,The Browns,The Three BellsThe Browns
1959-09-12,1,The Three Bells,The Browns,The Three BellsThe Browns
1959-09-19,1,Sleep Walk,Santo & Johnny,Sleep WalkSanto & Johnny
1959-09-26,1,Sleep Walk,Santo & Johnny,Sleep WalkSanto & Johnny
1959-10-03,1,Mack The Knife,Bobby Darin,Mack The KnifeBobby Darin
1959-10-10,1,Mack The Knife,Bobby Darin,Mack The KnifeBobby Darin
1959-10-17,1,Mack The Knife,Bobby Darin,Mack The KnifeBobby Darin
1959-10-24,1,Mack The Knife,Bobby Darin,Mack The KnifeBobby Darin
1959-10-31,1,Mack The Knife,Bobby Darin,Mack The KnifeBobby Darin
1959-11-07,1,Mack The Knife,Bobby Darin,Mack The KnifeBobby Darin
1959-11-14,1,Mr. Blue,The Fleetwoods,Mr. BlueThe Fleetwoods
1959-11-21,1,Mack The Knife,Bobby Darin,Mack The KnifeBobby Darin
1959-11-28,1,Mack The Knife,Bobby Darin,Mack The KnifeBobby Darin
1959-12-05,1,Mack The Knife,Bobby Darin,Mack The KnifeBobby Darin
1959-12-12,1,Heartaches By The Number,Guy Mitchell,Heartaches By The NumberGuy Mitchell
1959-12-19,1,Heartaches By The Number,Guy Mitchell,Heartaches By The NumberGuy Mitchell
1959-12-26,1,Why,Frankie Avalon,WhyFrankie Avalon
1960-01-02,1,El Paso,Marty Robbins,El PasoMarty Robbins
1960-01-09,1,El Paso,Marty Robbins,El PasoMarty Robbins
1960-01-16,1,Running Bear,Johnny Preston,Running BearJohnny Preston
1960-01-23,1,Running Bear,Johnny Preston,Running BearJohnny Preston
1960-01-30,1,Running Bear,Johnny Preston,Running BearJohnny Preston
1960-02-06,1,Teen Angel,Mark Dinning,Teen AngelMark Dinning
1960-02-13,1,Teen Angel,Mark Dinning,Teen AngelMark Dinning
1960-02-20,1,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,"The Theme From ""A Summer Place""Percy Faith And His Orchestra"
1960-02-27,1,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,"The Theme From ""A Summer Place""Percy Faith And His Orchestra"
1960-03-05,1,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,"The Theme From ""A Summer Place""Percy Faith And His Orchestra"
1960-03-12,1,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,"The Theme From ""A Summer Place""Percy Faith And His Orchestra"
1960-03-19,1,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,"The Theme From ""A Summer Place""Percy Faith And His Orchestra"
1960-03-26,1,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,"The Theme From ""A Summer Place""Percy Faith And His Orchestra"
1960-04-02,1,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,"The Theme From ""A Summer Place""Percy Faith And His Orchestra"
1960-04-09,1,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,"The Theme From ""A Summer Place""Percy Faith And His Orchestra"
1960-04-16,1,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,"The Theme From ""A Summer Place""Percy Faith And His Orchestra"
1960-04-23,1,Stuck On You,Elvis Presley With The Jordanaires,Stuck On YouElvis Presley With The Jordanaires
1960-04-30,1,Stuck On You,Elvis Presley With The Jordanaires,Stuck On YouElvis Presley With The Jordanaires
1960-05-07,1,Stuck On You,Elvis Presley With The Jordanaires,Stuck On YouElvis Presley With The Jordanaires
1960-05-14,1,Stuck On You,Elvis Presley With The Jordanaires,Stuck On YouElvis Presley With The Jordanaires
1960-05-21,1,Cathy's Clown,The Everly Brothers,Cathy's ClownThe Everly Brothers
1960-05-28,1,Cathy's Clown,The Everly Brothers,Cathy's ClownThe Everly Brothers
1960-06-04,1,Cathy's Clown,The Everly Brothers,Cathy's ClownThe Everly Brothers
1960-06-11,1,Cathy's Clown,The Everly Brothers,Cathy's ClownThe Everly Brothers
1960-06-18,1,Cathy's Clown,The Everly Brothers,Cathy's ClownThe Everly Brothers
1960-06-25,1,Everybody's Somebody's Fool,Connie Francis,Everybody's Somebody's FoolConnie Francis
1960-07-02,1,Everybody's Somebody's Fool,Connie Francis,Everybody's Somebody's FoolConnie Francis
1960-07-09,1,Alley-Oop,Hollywood Argyles,Alley-OopHollywood Argyles
1960-07-16,1,I'm Sorry,Brenda Lee,I'm SorryBrenda Lee
1960-07-23,1,I'm Sorry,Brenda Lee,I'm SorryBrenda Lee
1960-07-30,1,I'm Sorry,Brenda Lee,I'm SorryBrenda Lee
1960-08-06,1,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,Brian Hyland,Itsy Bitsy Teenie Weenie Yellow Polkadot BikiniBrian Hyland
1960-08-13,1,It's Now Or Never,Elvis Presley With The Jordanaires,It's Now Or NeverElvis Presley With The Jordanaires
1960-08-20,1,It's Now Or Never,Elvis Presley With The Jordanaires,It's Now Or NeverElvis Presley With The Jordanaires
1960-08-27,1,It's Now Or Never,Elvis Presley With The Jordanaires,It's Now Or NeverElvis Presley With The Jordanaires
1960-09-03,1,It's Now Or Never,Elvis Presley With The Jordanaires,It's Now Or NeverElvis Presley With The Jordanaires
1960-09-10,1,It's Now Or Never,Elvis Presley With The Jordanaires,It's Now Or NeverElvis Presley With The Jordanaires
1960-09-17,1,The Twist,Chubby Checker,The TwistChubby Checker
1960-09-24,1,My Heart Has A Mind Of Its Own,Connie Francis,My Heart Has A Mind Of Its OwnConnie Francis
1960-10-01,1,My Heart Has A Mind Of Its Own,Connie Francis,My Heart Has A Mind Of Its OwnConnie Francis
1960-10-08,1,Mr. Custer,Larry Verne,Mr. CusterLarry Verne
1960-10-15,1,Save The Last Dance For Me,The Drifters,Save The Last Dance For MeThe Drifters
1960-10-22,1,I Want To Be Wanted,Brenda Lee,I Want To Be WantedBrenda Lee
1960-10-29,1,Save The Last Dance For Me,The Drifters,Save The Last Dance For MeThe Drifters
1960-11-05,1,Save The Last Dance For Me,The Drifters,Save The Last Dance For MeThe Drifters
1960-11-12,1,Georgia On My Mind,Ray Charles,Georgia On My MindRay Charles
1960-11-19,1,Stay,Maurice Williams & The Zodiacs,StayMaurice Williams & The Zodiacs
1960-11-26,1,Are You Lonesome To-night?,Elvis Presley With The Jordanaires,Are You Lonesome To-night?Elvis Presley With The Jordanaires
1960-12-03,1,Are You Lonesome To-night?,Elvis Presley With The Jordanaires,Are You Lonesome To-night?Elvis Presley With The Jordanaires
1960-12-10,1,Are You Lonesome To-night?,Elvis Presley With The Jordanaires,Are You Lonesome To-night?Elvis Presley With The Jordanaires
1960-12-17,1,Are You Lonesome To-night?,Elvis Presley With The Jordanaires,Are You Lonesome To-night?Elvis Presley With The Jordanaires
1960-12-24,1,Are You Lonesome To-night?,Elvis Presley With The Jordanaires,Are You Lonesome To-night?Elvis Presley With The Jordanaires
1960-12-31,1,Are You Lonesome To-night?,Elvis Presley With The Jordanaires,Are You Lonesome To-night?Elvis Presley With The Jordanaires
1961-01-07,1,Wonderland By Night,Bert Kaempfert And His Orchestra,Wonderland By NightBert Kaempfert And His Orchestra
1961-01-14,1,Wonderland By Night,Bert Kaempfert And His Orchestra,Wonderland By NightBert Kaempfert And His Orchestra
1961-01-21,1,Wonderland By Night,Bert Kaempfert And His Orchestra,Wonderland By NightBert Kaempfert And His Orchestra
1961-01-28,1,Will You Love Me Tomorrow,The Shirelles,Will You Love Me TomorrowThe Shirelles
1961-02-04,1,Will You Love Me Tomorrow,The Shirelles,Will You Love Me TomorrowThe Shirelles
1961-02-11,1,Calcutta,Lawrence Welk And His Orchestra,CalcuttaLawrence Welk And His Orchestra
1961-02-18,1,Calcutta,Lawrence Welk And His Orchestra,CalcuttaLawrence Welk And His Orchestra
1961-02-25,1,Pony Time,Chubby Checker,Pony TimeChubby Checker
1961-03-04,1,Pony Time,Chubby Checker,Pony TimeChubby Checker
1961-03-11,1,Pony Time,Chubby Checker,Pony TimeChubby Checker
1961-03-18,1,Surrender,Elvis Presley With The Jordanaires,SurrenderElvis Presley With The Jordanaires
1961-03-25,1,Surrender,Elvis Presley With The Jordanaires,SurrenderElvis Presley With The Jordanaires
1961-04-01,1,Blue Moon,The Marcels,Blue MoonThe Marcels
1961-04-08,1,Blue Moon,The Marcels,Blue MoonThe Marcels
1961-04-15,1,Blue Moon,The Marcels,Blue MoonThe Marcels
1961-04-22,1,Runaway,Del Shannon,RunawayDel Shannon
1961-04-29,1,Runaway,Del Shannon,RunawayDel Shannon
1961-05-06,1,Runaway,Del Shannon,RunawayDel Shannon
1961-05-13,1,Runaway,Del Shannon,RunawayDel Shannon
1961-05-20,1,Mother-In-Law,Ernie K-Doe,Mother-In-LawErnie K-Doe
1961-05-27,1,Travelin' Man,Ricky Nelson,Travelin' ManRicky Nelson
1961-06-03,1,Running Scared,Roy Orbison,Running ScaredRoy Orbison
1961-06-10,1,Travelin' Man,Ricky Nelson,Travelin' ManRicky Nelson
1961-06-17,1,Moody River,Pat Boone,Moody RiverPat Boone
1961-06-24,1,Quarter To Three,U.S. Bonds,Quarter To ThreeU.S. Bonds
1961-07-01,1,Quarter To Three,U.S. Bonds,Quarter To ThreeU.S. Bonds
1961-07-08,1,Tossin' And Turnin',Bobby Lewis,Tossin' And Turnin'Bobby Lewis
1961-07-15,1,Tossin' And Turnin',Bobby Lewis,Tossin' And Turnin'Bobby Lewis
1961-07-22,1,Tossin' And Turnin',Bobby Lewis,Tossin' And Turnin'Bobby Lewis
1961-07-29,1,Tossin' And Turnin',Bobby Lewis,Tossin' And Turnin'Bobby Lewis
1961-08-05,1,Tossin' And Turnin',Bobby Lewis,Tossin' And Turnin'Bobby Lewis
1961-08-12,1,Tossin' And Turnin',Bobby Lewis,Tossin' And Turnin'Bobby Lewis
1961-08-19,1,Tossin' And Turnin',Bobby Lewis,Tossin' And Turnin'Bobby Lewis
1961-08-26,1,Wooden Heart,Joe Dowell,Wooden HeartJoe Dowell
1961-09-02,1,Michael,The Highwaymen,MichaelThe Highwaymen
1961-09-09,1,Michael,The Highwaymen,MichaelThe Highwaymen
1961-09-16,1,Take Good Care Of My Baby,Bobby Vee,Take Good Care Of My BabyBobby Vee
1961-09-23,1,Take Good Care Of My Baby,Bobby Vee,Take Good Care Of My BabyBobby Vee
1961-09-30,1,Take Good Care Of My Baby,Bobby Vee,Take Good Care Of My BabyBobby Vee
1961-10-07,1,Hit The Road Jack,Ray Charles and his Orchestra,Hit The Road JackRay Charles and his Orchestra
1961-10-14,1,Hit The Road Jack,Ray Charles and his Orchestra,Hit The Road JackRay Charles and his Orchestra
1961-10-21,1,Runaround Sue,Dion,Runaround SueDion
1961-10-28,1,Runaround Sue,Dion,Runaround SueDion
1961-11-04,1,Big Bad John,Jimmy Dean,Big Bad JohnJimmy Dean
1961-11-11,1,Big Bad John,Jimmy Dean,Big Bad JohnJimmy Dean
1961-11-18,1,Big Bad John,Jimmy Dean,Big Bad JohnJimmy Dean
1961-11-25,1,Big Bad John,Jimmy Dean,Big Bad JohnJimmy Dean
1961-12-02,1,Big Bad John,Jimmy Dean,Big Bad JohnJimmy Dean
1961-12-09,1,Please Mr. Postman,The Marvelettes,Please Mr. PostmanThe Marvelettes
1961-12-16,1,The Lion Sleeps Tonight,The Tokens,The Lion Sleeps TonightThe Tokens
1961-12-23,1,The Lion Sleeps Tonight,The Tokens,The Lion Sleeps TonightThe Tokens
1961-12-30,1,The Lion Sleeps Tonight,The Tokens,The Lion Sleeps TonightThe Tokens
1962-01-06,1,The Lion Sleeps Tonight,The Tokens,The Lion Sleeps TonightThe Tokens
1962-01-13,1,The Twist,Chubby Checker,The TwistChubby Checker
1962-01-20,1,The Twist,Chubby Checker,The TwistChubby Checker
1962-01-27,1,Peppermint Twist - Part I,Joey Dee & the Starliters,Peppermint Twist - Part IJoey Dee & the Starliters
1962-02-03,1,Peppermint Twist - Part I,Joey Dee & the Starliters,Peppermint Twist - Part IJoey Dee & the Starliters
1962-02-10,1,Peppermint Twist - Part I,Joey Dee & the Starliters,Peppermint Twist - Part IJoey Dee & the Starliters
1962-02-17,1,Duke Of Earl,Gene Chandler,Duke Of EarlGene Chandler
1962-02-24,1,Duke Of Earl,Gene Chandler,Duke Of EarlGene Chandler
1962-03-03,1,Duke Of Earl,Gene Chandler,Duke Of EarlGene Chandler
1962-03-10,1,Hey! Baby,Bruce Channel,Hey! BabyBruce Channel
1962-03-17,1,Hey! Baby,Bruce Channel,Hey! BabyBruce Channel
1962-03-24,1,Hey! Baby,Bruce Channel,Hey! BabyBruce Channel
1962-03-31,1,Don't Break The Heart That Loves You,Connie Francis,Don't Break The Heart That Loves YouConnie Francis
1962-04-07,1,Johnny Angel,Shelley Fabares,Johnny AngelShelley Fabares
1962-04-14,1,Johnny Angel,Shelley Fabares,Johnny AngelShelley Fabares
1962-04-21,1,Good Luck Charm,Elvis Presley With The Jordanaires,Good Luck CharmElvis Presley With The Jordanaires
1962-04-28,1,Good Luck Charm,Elvis Presley With The Jordanaires,Good Luck CharmElvis Presley With The Jordanaires
1962-05-05,1,Soldier Boy,The Shirelles,Soldier BoyThe Shirelles
1962-05-12,1,Soldier Boy,The Shirelles,Soldier BoyThe Shirelles
1962-05-19,1,Soldier Boy,The Shirelles,Soldier BoyThe Shirelles
1962-05-26,1,Stranger On The Shore,Mr. Acker Bilk,Stranger On The ShoreMr. Acker Bilk
1962-06-02,1,I Can't Stop Loving You,Ray Charles,I Can't Stop Loving YouRay Charles
1962-06-09,1,I Can't Stop Loving You,Ray Charles,I Can't Stop Loving YouRay Charles
1962-06-16,1,I Can't Stop Loving You,Ray Charles,I Can't Stop Loving YouRay Charles
1962-06-23,1,I Can't Stop Loving You,Ray Charles,I Can't Stop Loving YouRay Charles
1962-06-30,1,I Can't Stop Loving You,Ray Charles,I Can't Stop Loving YouRay Charles
1962-07-07,1,The Stripper,David Rose and His Orchestra,The StripperDavid Rose and His Orchestra
1962-07-14,1,Roses Are Red (My Love),Bobby Vinton,Roses Are Red (My Love)Bobby Vinton
1962-07-21,1,Roses Are Red (My Love),Bobby Vinton,Roses Are Red (My Love)Bobby Vinton
1962-07-28,1,Roses Are Red (My Love),Bobby Vinton,Roses Are Red (My Love)Bobby Vinton
1962-08-04,1,Roses Are Red (My Love),Bobby Vinton,Roses Are Red (My Love)Bobby Vinton
1962-08-11,1,Breaking Up Is Hard To Do,Neil Sedaka,Breaking Up Is Hard To DoNeil Sedaka
1962-08-18,1,Breaking Up Is Hard To Do,Neil Sedaka,Breaking Up Is Hard To DoNeil Sedaka
1962-08-25,1,The Loco-Motion,Little Eva,The Loco-MotionLittle Eva
1962-09-01,1,Sheila,Tommy Roe,SheilaTommy Roe
1962-09-08,1,Sheila,Tommy Roe,SheilaTommy Roe
1962-09-15,1,Sherry,The 4 Seasons,SherryThe 4 Seasons
1962-09-22,1,Sherry,The 4 Seasons,SherryThe 4 Seasons
1962-09-29,1,Sherry,The 4 Seasons,SherryThe 4 Seasons
1962-10-06,1,Sherry,The 4 Seasons,SherryThe 4 Seasons
1962-10-13,1,Sherry,The 4 Seasons,SherryThe 4 Seasons
1962-10-20,1,Monster Mash,"Bobby ""Boris"" Pickett And The Crypt-Kickers","Monster MashBobby ""Boris"" Pickett And The Crypt-Kickers"
1962-10-27,1,Monster Mash,"Bobby ""Boris"" Pickett And The Crypt-Kickers","Monster MashBobby ""Boris"" Pickett And The Crypt-Kickers"
1962-11-03,1,He's A Rebel,The Crystals,He's A RebelThe Crystals
1962-11-10,1,He's A Rebel,The Crystals,He's A RebelThe Crystals
1962-11-17,1,Big Girls Don't Cry,The 4 Seasons,Big Girls Don't CryThe 4 Seasons
1962-11-24,1,Big Girls Don't Cry,The 4 Seasons,Big Girls Don't CryThe 4 Seasons
1962-12-01,1,Big Girls Don't Cry,The 4 Seasons,Big Girls Don't CryThe 4 Seasons
1962-12-08,1,Big Girls Don't Cry,The 4 Seasons,Big Girls Don't CryThe 4 Seasons
1962-12-15,1,Big Girls Don't Cry,The 4 Seasons,Big Girls Don't CryThe 4 Seasons
1962-12-22,1,Telstar,The Tornadoes,TelstarThe Tornadoes
1962-12-29,1,Telstar,The Tornadoes,TelstarThe Tornadoes
1963-01-05,1,Telstar,The Tornadoes,TelstarThe Tornadoes
1963-01-12,1,Go Away Little Girl,Steve Lawrence,Go Away Little GirlSteve Lawrence
1963-01-19,1,Go Away Little Girl,Steve Lawrence,Go Away Little GirlSteve Lawrence
1963-01-26,1,Walk Right In,The Rooftop Singers,Walk Right InThe Rooftop Singers
1963-02-02,1,Walk Right In,The Rooftop Singers,Walk Right InThe Rooftop Singers
1963-02-09,1,Hey Paula,Paul and Paula,Hey PaulaPaul and Paula
1963-02-16,1,Hey Paula,Paul and Paula,Hey PaulaPaul and Paula
1963-02-23,1,Hey Paula,Paul and Paula,Hey PaulaPaul and Paula
1963-03-02,1,Walk Like A Man,The 4 Seasons,Walk Like A ManThe 4 Seasons
1963-03-09,1,Walk Like A Man,The 4 Seasons,Walk Like A ManThe 4 Seasons
1963-03-16,1,Walk Like A Man,The 4 Seasons,Walk Like A ManThe 4 Seasons
1963-03-23,1,Our Day Will Come,Ruby And The Romantics,Our Day Will ComeRuby And The Romantics
1963-03-30,1,He's So Fine,The Chiffons,He's So FineThe Chiffons
1963-04-06,1,He's So Fine,The Chiffons,He's So FineThe Chiffons
1963-04-13,1,He's So Fine,The Chiffons,He's So FineThe Chiffons
1963-04-20,1,He's So Fine,The Chiffons,He's So FineThe Chiffons
1963-04-27,1,I Will Follow Him,Little Peggy March,I Will Follow HimLittle Peggy March
1963-05-04,1,I Will Follow Him,Little Peggy March,I Will Follow HimLittle Peggy March
1963-05-11,1,I Will Follow Him,Little Peggy March,I Will Follow HimLittle Peggy March
1963-05-18,1,If You Wanna Be Happy,Jimmy Soul,If You Wanna Be HappyJimmy Soul
1963-05-25,1,If You Wanna Be Happy,Jimmy Soul,If You Wanna Be HappyJimmy Soul
1963-06-01,1,It's My Party,Lesley Gore,It's My PartyLesley Gore
1963-06-08,1,It's My Party,Lesley Gore,It's My PartyLesley Gore
1963-06-15,1,Sukiyaki,Kyu Sakamoto,SukiyakiKyu Sakamoto
1963-06-22,1,Sukiyaki,Kyu Sakamoto,SukiyakiKyu Sakamoto
1963-06-29,1,Sukiyaki,Kyu Sakamoto,SukiyakiKyu Sakamoto
1963-07-06,1,Easier Said Than Done,The Essex,Easier Said Than DoneThe Essex
1963-07-13,1,Easier Said Than Done,The Essex,Easier Said Than DoneThe Essex
1963-07-20,1,Surf City,Jan & Dean,Surf CityJan & Dean
1963-07-27,1,Surf City,Jan & Dean,Surf CityJan & Dean
1963-08-03,1,So Much In Love,The Tymes,So Much In LoveThe Tymes
1963-08-10,1,Fingertips - Pt 2,Little Stevie Wonder,Fingertips - Pt 2Little Stevie Wonder
1963-08-17,1,Fingertips - Pt 2,Little Stevie Wonder,Fingertips - Pt 2Little Stevie Wonder
1963-08-24,1,Fingertips - Pt 2,Little Stevie Wonder,Fingertips - Pt 2Little Stevie Wonder
1963-08-31,1,My Boyfriend's Back,The Angels,My Boyfriend's BackThe Angels
1963-09-07,1,My Boyfriend's Back,The Angels,My Boyfriend's BackThe Angels
1963-09-14,1,My Boyfriend's Back,The Angels,My Boyfriend's BackThe Angels
1963-09-21,1,Blue Velvet,Bobby Vinton,Blue VelvetBobby Vinton
1963-09-28,1,Blue Velvet,Bobby Vinton,Blue VelvetBobby Vinton
1963-10-05,1,Blue Velvet,Bobby Vinton,Blue VelvetBobby Vinton
1963-10-12,1,Sugar Shack,Jimmy Gilmer And The Fireballs,Sugar ShackJimmy Gilmer And The Fireballs
1963-10-19,1,Sugar Shack,Jimmy Gilmer And The Fireballs,Sugar ShackJimmy Gilmer And The Fireballs
1963-10-26,1,Sugar Shack,Jimmy Gilmer And The Fireballs,Sugar ShackJimmy Gilmer And The Fireballs
1963-11-02,1,Sugar Shack,Jimmy Gilmer And The Fireballs,Sugar ShackJimmy Gilmer And The Fireballs
1963-11-09,1,Sugar Shack,Jimmy Gilmer And The Fireballs,Sugar ShackJimmy Gilmer And The Fireballs
1963-11-16,1,Deep Purple,Nino Tempo & April Stevens,Deep PurpleNino Tempo & April Stevens
1963-11-23,1,I'm Leaving It Up To You,Dale & Grace,I'm Leaving It Up To YouDale & Grace
1963-11-30,1,I'm Leaving It Up To You,Dale & Grace,I'm Leaving It Up To YouDale & Grace
1963-12-07,1,Dominique,The Singing Nun (Soeur Sourire),DominiqueThe Singing Nun (Soeur Sourire)
1963-12-14,1,Dominique,The Singing Nun (Soeur Sourire),DominiqueThe Singing Nun (Soeur Sourire)
1963-12-21,1,Dominique,The Singing Nun (Soeur Sourire),DominiqueThe Singing Nun (Soeur Sourire)
1963-12-28,1,Dominique,The Singing Nun (Soeur Sourire),DominiqueThe Singing Nun (Soeur Sourire)
1964-01-04,1,There! I've Said It Again,Bobby Vinton,There! I've Said It AgainBobby Vinton
1964-01-11,1,There! I've Said It Again,Bobby Vinton,There! I've Said It AgainBobby Vinton
1964-01-18,1,There! I've Said It Again,Bobby Vinton,There! I've Said It AgainBobby Vinton
1964-01-25,1,There! I've Said It Again,Bobby Vinton,There! I've Said It AgainBobby Vinton
1964-02-01,1,I Want To Hold Your Hand,The Beatles,I Want To Hold Your HandThe Beatles
1964-02-08,1,I Want To Hold Your Hand,The Beatles,I Want To Hold Your HandThe Beatles
1964-02-15,1,I Want To Hold Your Hand,The Beatles,I Want To Hold Your HandThe Beatles
1964-02-22,1,I Want To Hold Your Hand,The Beatles,I Want To Hold Your HandThe Beatles
1964-02-29,1,I Want To Hold Your Hand,The Beatles,I Want To Hold Your HandThe Beatles
1964-03-07,1,I Want To Hold Your Hand,The Beatles,I Want To Hold Your HandThe Beatles
1964-03-14,1,I Want To Hold Your Hand,The Beatles,I Want To Hold Your HandThe Beatles
1964-03-21,1,She Loves You,The Beatles,She Loves YouThe Beatles
1964-03-28,1,She Loves You,The Beatles,She Loves YouThe Beatles
1964-04-04,1,Can't Buy Me Love,The Beatles,Can't Buy Me LoveThe Beatles
1964-04-11,1,Can't Buy Me Love,The Beatles,Can't Buy Me LoveThe Beatles
1964-04-18,1,Can't Buy Me Love,The Beatles,Can't Buy Me LoveThe Beatles
1964-04-25,1,Can't Buy Me Love,The Beatles,Can't Buy Me LoveThe Beatles
1964-05-02,1,Can't Buy Me Love,The Beatles,Can't Buy Me LoveThe Beatles
