WeekID,Week Position,Song,Performer,SongID
2017-07-08,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,DespacitoLuis Fonsi & Daddy Yankee Featuring Justin Bieber
2017-07-15,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,DespacitoLuis Fonsi & Daddy Yankee Featuring Justin Bieber
2017-07-22,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,DespacitoLuis Fonsi & Daddy Yankee Featuring Justin Bieber
2017-07-29,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,DespacitoLuis Fonsi & Daddy Yankee Featuring Justin Bieber
2017-08-05,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,DespacitoLuis Fonsi & Daddy Yankee Featuring Justin Bieber
2017-08-12,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,DespacitoLuis Fonsi & Daddy Yankee Featuring Justin Bieber
2017-08-19,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,DespacitoLuis Fonsi & Daddy Yankee Featuring Justin Bieber
2017-08-26,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,DespacitoLuis Fonsi & Daddy Yankee Featuring Justin Bieber
2017-09-02,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,DespacitoLuis Fonsi & Daddy Yankee Featuring Justin Bieber
2017-09-09,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,DespacitoLuis Fonsi & Daddy Yankee Featuring Justin Bieber
2017-09-16,1,Look What You Made Me Do,Taylor Swift,Look What You Made Me DoTaylor Swift
2017-09-23,1,Look What You Made Me Do,Taylor Swift,Look What You Made Me DoTaylor Swift
2017-09-30,1,Look What You Made Me Do,Taylor Swift,Look What You Made Me DoTaylor Swift
2017-10-07,1,Bodak Yellow (Money Moves),Cardi B,Bodak Yellow (Money Moves)Cardi B
2017-10-14,1,Bodak Yellow (Money Moves),Cardi B,Bodak Yellow (Money Moves)Cardi B
2017-10-21,1,Bodak Yellow (Money Moves),Cardi B,Bodak Yellow (Money Moves)Cardi B
2017-10-28,1,Rockstar,Post Malone Featuring 21 Savage,RockstarPost Malone Featuring 21 Savage
2017-11-04,1,Rockstar,Post Malone Featuring 21 Savage,RockstarPost Malone Featuring 21 Savage
2017-11-11,1,Rockstar,Post Malone Featuring 21 Savage,RockstarPost Malone Featuring 21 Savage
2017-11-18,1,Rockstar,Post Malone Featuring 21 Savage,RockstarPost Malone Featuring 21 Savage
